"Code","Year","Hydropower","Solar","Wind","Other"
"DZA","1965","0.3933266","0","0","0"
"DZA","1966","0.3623908","0","0","0"
"DZA","1967","0.4065848","0","0","0"
"DZA","1968","0.5568444","0","0","0"
"DZA","1969","0.3623908","0","0","0"
"DZA","1970","0.5833608","0","0","0"
"DZA","1971","0.3270356","0","0","0"
"DZA","1972","0.4993922","0","0","0"
"DZA","1973","0.7557174","0","0","0"
"DZA","1974","0.4993922","0","0","0"
"DZA","1975","0.3270356","0","0","0"
"DZA","1976","0.3844878","0","0","0"
"DZA","1977","0.2695834","0","0","0"
"DZA","1978","0.2563252","0","0","0"
"DZA","1979","0.2916804","0","0","0"
"DZA","1980","0.2563252","0","0","0"
"DZA","1981","0.3623908","0","0","0"
"DZA","1982","0.4772952","0","0","0"
"DZA","1983","0.2342282","0","0","0"
"DZA","1984","0.4551982","0","0","0"
"DZA","1985","0.646","0","0","0"
"DZA","1986","0.25","0","0","0"
"DZA","1987","0.499","0","0","0"
"DZA","1988","0.183","0","0","0"
"DZA","1989","0.226","0","0","0"
"DZA","1990","0.135","0","0","0"
"DZA","1991","0.293","0","0","0"
"DZA","1992","0.199","0","0","0"
"DZA","1993","0.353","0","0","0"
"DZA","1994","0.166","0","0","0"
"DZA","1995","0.193","0","0","0"
"DZA","1996","0.135","0","0","0"
"DZA","1997","0.075","0","0","0"
"DZA","1998","0.215","0","0","0"
"DZA","1999","0.203","0","0","0"
"DZA","2000","0.054","0","0","0"
"DZA","2001","0.069","0","0","0"
"DZA","2002","0.057","0","0","0"
"DZA","2003","0.265","0","0","0"
"DZA","2004","0.251","0","0","0"
"DZA","2005","0.5553","0","0","0"
"DZA","2006","0.2176","0","0","0"
"DZA","2007","0.226","0","0","0"
"DZA","2008","0.283","0","0","0"
"DZA","2009","0.342","0","0","0"
"DZA","2010","0.173","0.0091","0","0"
"DZA","2011","0.378","0.01811875","0","0"
"DZA","2012","0.389","0.026723014","0","0"
"DZA","2013","0.099","0.0286","0","0"
"DZA","2014","0.193","0.06","0.001","0"
"DZA","2015","0.145","0.058","0.019","0"
"DZA","2016","0.072","0.245","0.019052055","0"
"DZA","2017","0.056","0.504","0.019","0"
"DZA","2018","0.117","0.603","0.01","0"
"ARG","1965","1.2109156","0","0","0"
"ARG","1966","1.2285932","0","0","0"
"ARG","1967","1.2551096","0","0","0"
"ARG","1968","1.480499","0","0","0"
"ARG","1969","1.32582","0","0","0"
"ARG","1970","1.5158542","0","0","0.047540991"
"ARG","1971","1.524693","0","0","0.049864614"
"ARG","1972","1.4849184","0","0","0.064353152"
"ARG","1973","2.960998","0","0","0.049042434"
"ARG","1974","4.971825","0","0","0.050067671"
"ARG","1975","5.1353428","0","0","0.054922642"
"ARG","1976","4.9408892","0","0","0.050202792"
"ARG","1977","5.7054454","0","0","0.053855108"
"ARG","1978","7.6632396","0","0","0.054136662"
"ARG","1979","10.5358496","0","0","0.084393763"
"ARG","1980","14.9729272","0","0","0.086251568"
"ARG","1981","14.5000514","0","0","0.0747225"
"ARG","1982","17.4964046","0","0","0.095912465"
"ARG","1983","18.207928","0","0","0.137314784"
"ARG","1984","19.6486524","0","0","0.097392792"
"ARG","1985","20.6562756","0","0","0.103321614"
"ARG","1986","21.0085052","0","0","0.107078921"
"ARG","1987","21.8132882","0","0","0.108156823"
"ARG","1988","15.5497744","0","0","0.121116047"
"ARG","1989","12.9769104","0","0","0.119376908"
"ARG","1990","17.9031534","0","0","0.106763284"
"ARG","1991","16.1993292","0","0","0.099600404"
"ARG","1992","19.77905051","0","0","0.101865495"
"ARG","1993","23.55547475","0","0","0.107438403"
"ARG","1994","27.97278788","0","0","0.119290038"
"ARG","1995","28.45812121","0","0","0.115592457"
"ARG","1996","25.94518182","0","0.009618","0.351397492"
"ARG","1997","33.0299596","0","0.014592","0.44563205"
"ARG","1998","32.42178788","1.7E-5","0.032541","0.463881203"
"ARG","1999","26.53007071","2.6E-5","0.034781","0.650455143"
"ARG","2000","34.0340101","3.6E-5","0.034758","0.67501431"
"ARG","2001","41.90326263","4.3E-5","0.049361","0.60932585"
"ARG","2002","41.46705051","4.7E-5","0.073405","0.850248638"
"ARG","2003","39.08008081","6.5E-5","0.077954","1.014079858"
"ARG","2004","35.40287879","7.0E-5","0.072446","0.90029509"
"ARG","2005","39.35009091","8.1E-5","0.071719665","1.074072901"
"ARG","2006","43.624","9.0E-5","0.06964","1.567410315"
"ARG","2007","37.741","0.0001089","0.061593","1.575708696"
"ARG","2008","37.199","0.0001437","0.041951078","1.693536384"
"ARG","2009","40.783","7.6084E-5","0.036831529","1.728756162"
"ARG","2010","40.543","8.589E-5","0.025351606","2.01325481"
"ARG","2011","39.641","0.001614","0.02659055","2.190205828"
"ARG","2012","36.876","0.008172967","0.369861999","2.45382161"
"ARG","2013","40.7","0.015074079","0.453354876","2.45735005"
"ARG","2014","40.864","0.015944","0.619491","2.302025252"
"ARG","2015","41.7709","0.014683","0.593334963","2.378258598"
"ARG","2016","38.25439327","0.014273","0.547359","1.963408643"
"ARG","2017","41.54297858","0.016417","0.611567","2.383654508"
"ARG","2018","41.64945459","0.108128528","1.412699784","2.29693941"
"AUS","1965","7.689756","0","0","0.296"
"AUS","1966","7.3450428","0","0","0.284"
"AUS","1967","7.6057874","0","0","0.29"
"AUS","1968","7.9505006","0","0","0.282"
"AUS","1969","8.684121","0","0","0.281"
"AUS","1970","10.170687","0","0","0.261"
"AUS","1971","11.5074428","0","0","0.263"
"AUS","1972","11.5533144","0","0","0.28"
"AUS","1973","12.2858392","0","0","0.338"
"AUS","1974","13.8739202","0","0","0.429"
"AUS","1975","14.8878016","0","0","0.489"
"AUS","1976","14.1538588","0","0","0.484"
"AUS","1977","13.5439502","0","0","0.429"
"AUS","1978","14.6753494","0","0","0.405"
"AUS","1979","14.2460556","0","0","0.418"
"AUS","1980","13.4665978","0","0","0.385"
"AUS","1981","13.8663438","0","0","0.404"
"AUS","1982","12.770334","0","0","0.516"
"AUS","1983","12.123648","0","0","0.431"
"AUS","1984","13.1259488","0","0","0.441"
"AUS","1985","13.9405106","0","0","0.456"
"AUS","1986","14.0257988","0","0","0.46"
"AUS","1987","13.613796","0","0","0.47"
"AUS","1988","14.3344436","0","0","0.731"
"AUS","1989","14.253669","0","0","0.81"
"AUS","1990","14.7595","0","0","0.7595"
"AUS","1991","15.6535","0.00545","0","0.7195"
"AUS","1992","15.9415","0.0121","0","0.67"
"AUS","1993","16.387","0.0146","0.002","0.67"
"AUS","1994","16.15","0.0174","0.0055","0.6965"
"AUS","1995","15.631","0.02115","0.007","0.8255"
"AUS","1996","15.9685","0.0256","0.007","0.9465"
"AUS","1997","15.9525","0.03065","0.0075","0.997"
"AUS","1998","15.798","0.0356","0.018","1.081"
"AUS","1999","16.2815","0.0406","0.043","1.1335"
"AUS","2000","16.4665","0.04675","0.134","0.8895"
"AUS","2001","16.1235","0.05415","0.287","0.7975"
"AUS","2002","16.095","0.0583","0.53355","1.2668"
"AUS","2003","16.21055","0.0632","0.70405","1.6918"
"AUS","2004","15.68665","0.07295","0.795","2.81525"
"AUS","2005","15.4657","0.08405","1.29905","3.871"
"AUS","2006","14.9451","0.0975","2.1621","3.9325"
"AUS","2007","13.04895","0.11375","2.8521","4.275"
"AUS","2008","11.81515","0.1392","3.45845","3.6961"
"AUS","2009","12.64205","0.29024203","4.43775","2.7868"
"AUS","2010","13.746","0.97764828","4.985","2.44155"
"AUS","2011","19.634","2.04454657","6.432","2.57395"
"AUS","2012","17.083","2.412","7.725","3.09785"
"AUS","2013","19.144","3.8474","9.259","3.33165"
"AUS","2014","14.532","4.952","9.777","3.546362"
"AUS","2015","13.949","5.958","11.802","3.6914715"
"AUS","2016","17.683967","7.474595","13.026391","3.648006"
"AUS","2017","13.534527","8.95511","13.19393","3.543324"
"AUS","2018","17.26791","12.081099","16.266484","3.539346"
"AUT","1965","16.083","0","0","0"
"AUT","1966","17.331","0","0","0"
"AUT","1967","17.698","0","0","0"
"AUT","1968","18.185","0","0","0"
"AUT","1969","16.718","0","0","0"
"AUT","1970","21.2897","0","0","0"
"AUT","1971","16.8201","0","0","0"
"AUT","1972","17.2876","0","0","0"
"AUT","1973","19.2092","0","0","0"
"AUT","1974","22.7122","0","0","0"
"AUT","1975","23.7952","0","0","0"
"AUT","1976","20.5656","0","0","0"
"AUT","1977","24.9208","0","0","0"
"AUT","1978","24.9408","0","0","0"
"AUT","1979","28.0968","0","0","0"
"AUT","1980","29.1099","0","0","0"
"AUT","1981","30.8473","0","0","0"
"AUT","1982","30.8963","0","0","0"
"AUT","1983","30.6063","0","0","0"
"AUT","1984","26.849564","0","0","0"
"AUT","1985","30.775146","0","0","0"
"AUT","1986","30.903927","0","0","1.287501"
"AUT","1987","35.387991","0","0","0.905816"
"AUT","1988","35.304088","0","0","1.04696"
"AUT","1989","35.08243","0","0","1.10445"
"AUT","1990","31.509","0","0","1.142485"
"AUT","1991","31.4434","0","0","1.225832"
"AUT","1992","34.8484","0","0","1.329164"
"AUT","1993","36.705556","0.001","0","1.361111"
"AUT","1994","35.7075","0.001","0","1.210555"
"AUT","1995","37.067222","0.001","0.001","1.857221"
"AUT","1996","34.216111","0.001","0.005","1.589444"
"AUT","1997","36.105278","0.002","0.02","1.711389"
"AUT","1998","37.163333","0.002","0.045","1.842777"
"AUT","1999","40.6991208","0.002","0.051","1.596911819"
"AUT","2000","41.83565055","0.003","0.067","1.52827932"
"AUT","2001","40.45548165","0.005","0.172","1.667812"
"AUT","2002","40.22700281","0.009","0.203","1.520444"
"AUT","2003","33.21499204","0.015","0.366","1.711921"
"AUT","2004","36.762283","0.018","0.924","2.05973"
"AUT","2005","37.09513834","0.021018375","1.331276757","2.437154339"
"AUT","2006","35.65608477","0.022386875","1.752792984","3.237502556"
"AUT","2007","37.05445286","0.024238375","2.037184927","4.061606911"
"AUT","2008","38.32949104","0.03011991","2.011257409","4.302304141"
"AUT","2009","40.89630336","0.04891428","1.954040168","4.277982167"
"AUT","2010","38.36341829","0.08881314","2.063913736","4.463430081"
"AUT","2011","34.23908351","0.17406996","1.93623636","4.516752009"
"AUT","2012","43.80410469","0.33748305","2.462029019","4.608036501"
"AUT","2013","42.0465273","0.625974","3.153231562","4.584281709"
"AUT","2014","41.01025937","0.785246","3.845768035","4.336296196"
"AUT","2015","37.05552838","0.937098","4.840343102","4.503546527"
"AUT","2016","39.84471615","1.096016","5.232348765","4.691227039"
"AUT","2017","38.369829","1.268971","6.574498956","4.640932433"
"AUT","2018","37.52781287","1.578641473","5.900014713","4.763252129"
"AZE","1985","1.3125618","0","0","0"
"AZE","1986","0.8043308","0","0","0"
"AZE","1987","0.8043308","0","0","0"
"AZE","1988","0.6982652","0","0","0"
"AZE","1989","0.6982652","0","0","0"
"AZE","1990","1.658","0","0","0"
"AZE","1991","1.7593","0","0","0"
"AZE","1992","1.7473","0","0","0"
"AZE","1993","2.426","0","0","0"
"AZE","1994","1.83","0","0","0"
"AZE","1995","1.556","0","0","0"
"AZE","1996","1.537","0","0","0"
"AZE","1997","1.712","0","0","0"
"AZE","1998","1.951","0","0","0"
"AZE","1999","1.506","0","0","0"
"AZE","2000","1.534","0","0","0"
"AZE","2001","1.301","0","0","0"
"AZE","2002","2.02","0","0","0"
"AZE","2003","2.47","0","0","0"
"AZE","2004","2.755","0","0","0"
"AZE","2005","3.0094","0","0","0"
"AZE","2006","2.518","0","0","0"
"AZE","2007","2.364","0","0","0"
"AZE","2008","2.232","0","0","0"
"AZE","2009","2.3084","0","0.0021","0"
"AZE","2010","3.4463","0","0.0005","0"
"AZE","2011","2.6758","0","0","0"
"AZE","2012","1.821","0","0","0"
"AZE","2013","1.4891","0.0008","0.0008","0.067"
"AZE","2014","1.2997","0.0029","0.0023","0.087"
"AZE","2015","1.6375","0.0046","0.0046","0.0909"
"AZE","2016","1.9593","0.0353","0.0228","0.08725"
"AZE","2017","1.7464","0.0372","0.0221","0.08515"
"AZE","2018","1.76795","0.03926","0.0822","0.0811"
"BGD","1965","0","0","0","0"
"BGD","1966","0","0","0","0"
"BGD","1967","0","0","0","0"
"BGD","1968","0","0","0","0"
"BGD","1969","0","0","0","0"
"BGD","1970","0","0","0","0"
"BGD","1971","0","0","0","0"
"BGD","1972","0.175","0","0","0"
"BGD","1973","0.331","0","0","0"
"BGD","1974","0.243","0","0","0"
"BGD","1975","0.436","0","0","0"
"BGD","1976","0.494","0","0","0"
"BGD","1977","0.437","0","0","0"
"BGD","1978","0.506","0","0","0"
"BGD","1979","0.587","0","0","0"
"BGD","1980","0.583","0","0","0"
"BGD","1981","0.625","0","0","0"
"BGD","1982","0.523","0","0","0"
"BGD","1983","0.662","0","0","0"
"BGD","1984","0.897","0","0","0"
"BGD","1985","0.739","0","0","0"
"BGD","1986","0.45","0","0","0"
"BGD","1987","0.517","0","0","0"
"BGD","1988","0.675","0","0","0"
"BGD","1989","0.92","0","0","0"
"BGD","1990","0.884","0","0","0"
"BGD","1991","0.838","0","0","0"
"BGD","1992","0.796","0","0","0"
"BGD","1993","0.608","0","0","0"
"BGD","1994","0.847","0","0","0"
"BGD","1995","0.372","0","0","0"
"BGD","1996","0.739","0","0","0"
"BGD","1997","0.719","0","0","0"
"BGD","1998","0.865","0","0","0"
"BGD","1999","0.833","0","0","0"
"BGD","2000","0.749","0","0","0"
"BGD","2001","0.993","0","0","0"
"BGD","2002","0.749","0.0001","0","0"
"BGD","2003","0.749","0.0009","0","0"
"BGD","2004","0.749","0.0019","0","0"
"BGD","2005","0.749","0.0034","0","0"
"BGD","2006","0.749","0.0054","0.0016","0"
"BGD","2007","0.749","0.009","0.0016","0"
"BGD","2008","0.95","0.0152","0.0029","0"
"BGD","2009","0.417","0.0251","0.0051","0.001"
"BGD","2010","0.729","0.0443","0.0051","0.002"
"BGD","2011","0.872","0.0584","0.0051","0.003"
"BGD","2012","0.777","0.0909","0.0051","0.004"
"BGD","2013","0.728378728","0.1296","0.0051","0.005"
"BGD","2014","0.566453438","0.1676","0.0051","0.006"
"BGD","2015","0.898146455","0.2044","0.0051","0.0071"
"BGD","2016","0.884632595","0.2243","0.0051","0.0077"
"BGD","2017","1.029528088","0.265005663","0.005086066","0.008019927"
"BGD","2018","0.885632595","0.299208359","0.005086066","0.008019927"
"BLR","1985","0.02","0","0","0"
"BLR","1986","0.02","0","0","0"
"BLR","1987","0.02","0","0","0"
"BLR","1988","0.02","0","0","0"
"BLR","1989","0.02","0","0","0"
"BLR","1990","0.02","0","0","0"
"BLR","1991","0.018","0","0","0"
"BLR","1992","0.017","0","0","0"
"BLR","1993","0.019","0","0","0"
"BLR","1994","0.019","0","0","0"
"BLR","1995","0.02","0","0","0"
"BLR","1996","0.016","0","0","0"
"BLR","1997","0.021","0","0","0"
"BLR","1998","0.028","0","0","0"
"BLR","1999","0.019","0","0","0"
"BLR","2000","0.027","0","0","0"
"BLR","2001","0.03","0","0","0"
"BLR","2002","0.029","0","0","0"
"BLR","2003","0.028","0","0","0"
"BLR","2004","0.033","0","0.001010101","0"
"BLR","2005","0.036","0","0.001","0"
"BLR","2006","0.035","0","0.001","0.002"
"BLR","2007","0.035","0","0.001","0.014"
"BLR","2008","0.039","0","0.001","0.033"
"BLR","2009","0.045","0","0.001","0.06"
"BLR","2010","0.045","0","0.001","0.084"
"BLR","2011","0.042","0","0.004","0.095"
"BLR","2012","0.072","0","0.006","0.095"
"BLR","2013","0.138","0.0004","0.008","0.082"
"BLR","2014","0.121","0.002","0.009","0.079"
"BLR","2015","0.111","0.009","0.039","0.094"
"BLR","2016","0.142","0.026","0.073","0.094"
"BLR","2017","0.405","0.089","0.097","0.106"
"BLR","2018","0.45726487","0.134485968","0.117978175","0.109149431"
"BEL","1965","0.272","0","0","0"
"BEL","1966","0.299","0","0","0"
"BEL","1967","0.238","0","0","0"
"BEL","1968","0.244","0","0","0"
"BEL","1969","0.23","0","0","0"
"BEL","1970","0.246","0","0","0"
"BEL","1971","0.134","0","0","0"
"BEL","1972","0.18","0","0","0"
"BEL","1973","0.171","0","0","0.116"
"BEL","1974","0.24","0","0","0.108"
"BEL","1975","0.183","0","0","0.083"
"BEL","1976","0.109","0","0","0.057"
"BEL","1977","0.224","0","0","0.247"
"BEL","1978","0.223","0","0","0.26"
"BEL","1979","0.234","0","0","0.315"
"BEL","1980","0.278","0","0","0.3"
"BEL","1981","0.381","0","0","0.291"
"BEL","1982","0.333","0","0","0.046"
"BEL","1983","0.336","0","0","0.022"
"BEL","1984","0.351","0","0","0.024"
"BEL","1985","0.287","0","0","0.053"
"BEL","1986","0.343","0","0","0.119"
"BEL","1987","0.429","0","0.006","0.142"
"BEL","1988","0.359","0","0.008","0.18"
"BEL","1989","0.305","0","0.007","0.191"
"BEL","1990","0.266","0","0.007","0.282"
"BEL","1991","0.229","0","0.008","0.299"
"BEL","1992","0.341","0","0.009","0.267"
"BEL","1993","0.254","0","0.008","0.245"
"BEL","1994","0.346","0","0.009","0.245"
"BEL","1995","0.338","0","0.009","0.321"
"BEL","1996","0.239","0","0.008","0.314"
"BEL","1997","0.305","0","0.008","0.275"
"BEL","1998","0.389","0","0.011","0.359"
"BEL","1999","0.341","0","0.013","0.496"
"BEL","2000","0.46","0","0.016","0.568"
"BEL","2001","0.441","0","0.037","0.597"
"BEL","2002","0.36","0","0.057","0.721"
"BEL","2003","0.247","0","0.088","0.857"
"BEL","2004","0.317","0.001","0.142","1.037"
"BEL","2005","0.288","0.001","0.227","1.59"
"BEL","2006","0.359","0.002","0.366","2.225"
"BEL","2007","0.389","0.006","0.491","2.6"
"BEL","2008","0.41","0.042","0.637","3.329"
"BEL","2009","0.328","0.166","0.996","3.949"
"BEL","2010","0.312","0.56","1.292","4.33"
"BEL","2011","0.196","1.169","2.312","4.7"
"BEL","2012","0.357","2.148","2.751","5.202"
"BEL","2013","0.38","2.644","3.665","4.98362"
"BEL","2014","0.292","2.883","4.615","4.424511"
"BEL","2015","0.318","3.053","5.574","5.508017"
"BEL","2016","0.37","3.092","5.437","5.437"
"BEL","2017","0.2701","3.2876","6.5106","5.7625"
"BEL","2018","0.284810423","3.971724224","7.468573702","5.427544126"
"BRA","1965","23.975245","0","0","0"
"BRA","1966","26.2247196","0","0","0"
"BRA","1967","27.4312158","0","0","0"
"BRA","1968","28.7084224","0","0","0"
"BRA","1969","30.7236688","0","0","0"
"BRA","1970","39.801","0","0","0.5146915"
"BRA","1971","43.199","0","0","0.63339525"
"BRA","1972","50.681","0","0","0.716570188"
"BRA","1973","57.89","0","0","0.750800375"
"BRA","1974","65.679","0","0","0.7851518"
"BRA","1975","72.287","0","0","0.867177575"
"BRA","1976","82.913","0","0","0.864337725"
"BRA","1977","93.48","0","0","1.116845463"
"BRA","1978","102.746","0","0","1.331944075"
"BRA","1979","116.58","0","0","1.7760194"
"BRA","1980","128.907","0","0","1.805508263"
"BRA","1981","130.765","0","0","1.873622875"
"BRA","1982","141.132","0","0","2.178474475"
"BRA","1983","151.475","0","0","2.98445495"
"BRA","1984","166.593","0","0","2.851678888"
"BRA","1985","178.375","0","0","3.067125589"
"BRA","1986","182.419","0","0","3.193932424"
"BRA","1987","185.6","0","0","3.565697315"
"BRA","1988","199.093","0","0","3.339783794"
"BRA","1989","204.69","0","0","3.403162339"
"BRA","1990","206.708","0","0","3.8590625"
"BRA","1991","217.782","0","0","3.999612563"
"BRA","1992","223.343","0","0","4.929360738"
"BRA","1993","235.065","0","0","4.983937033"
"BRA","1994","242.705","0","0","5.388223649"
"BRA","1995","253.905","0","0","5.593740489"
"BRA","1996","265.769","0","0.002","6.752709628"
"BRA","1997","278.972","0","0.004","7.378950998"
"BRA","1998","291.469","0","0.005","7.505233012"
"BRA","1999","293","0","0.002","8.376002281"
"BRA","2000","304.403","0","0.001","7.855363"
"BRA","2001","267.876","0","0.0349","8.990407"
"BRA","2002","286.092","0","0.061","10.22614696"
"BRA","2003","305.616","0","0.061","11.894463"
"BRA","2004","320.7969068","0","0.061","12.4750557"
"BRA","2005","337.4566739","0","0.0929","13.59093928"
"BRA","2006","348.80546","0","0.237","14.768926"
"BRA","2007","374.0151216","0","0.662781836","18.00750852"
"BRA","2008","369.5564","0","1.183","19.52368548"
"BRA","2009","390.988065","0","1.238","22.63924802"
"BRA","2010","403.2898133","0","2.176558","31.5452401"
"BRA","2011","428.3329199","0","2.704769","32.23462179"
"BRA","2012","415.3421755","0.00098","5.05","35.29557876"
"BRA","2013","390.992014","0.004793593","6.575862737","40.47137489"
"BRA","2014","373.4390605","0.016081802","12.21025167","46.38442574"
"BRA","2015","359.7428082","0.058917412","21.62570216","49.23698377"
"BRA","2016","380.9109424","0.085260592","33.488872","51.0402441"
"BRA","2017","370.9064564","0.831813401","42.37325825","51.27268473"
"BRA","2018","387.6868063","3.137078404","48.47990705","52.88998503"
"BGR","1965","2.0019882","0","0","0"
"BGR","1966","2.010827","0","0","0"
"BGR","1967","2.0240852","0","0","0"
"BGR","1968","1.303723","0","0","0"
"BGR","1969","1.8384704","0","0","0"
"BGR","1970","2.1522478","0","0","0"
"BGR","1971","2.1743448","0","0","0"
"BGR","1972","2.0947956","0","0","0"
"BGR","1973","2.5720908","0","0","0"
"BGR","1974","2.0815374","0","0","0"
"BGR","1975","2.452767","0","0","0"
"BGR","1976","2.9521592","0","0","0"
"BGR","1977","3.5222618","0","0","0"
"BGR","1978","2.9079652","0","0","0"
"BGR","1979","3.31455","0","0","0"
"BGR","1980","3.7078766","0","0","0"
"BGR","1981","3.6150692","0","0","0"
"BGR","1982","3.0449666","0","0","0"
"BGR","1983","3.3499052","0","0","0"
"BGR","1984","3.2570978","0","0","0"
"BGR","1985","2.231797","0","0","0"
"BGR","1986","2.3246044","0","0","0"
"BGR","1987","2.5367356","0","0","0"
"BGR","1988","2.5941878","0","0","0"
"BGR","1989","2.6869952","0","0","0"
"BGR","1990","1.878","0","0","0"
"BGR","1991","2.441","0","0","0"
"BGR","1992","2.063","0","0","0"
"BGR","1993","1.942","0","0","0"
"BGR","1994","1.468","0","0","0"
"BGR","1995","2.314","0","0","0"
"BGR","1996","2.919","0","0","0"
"BGR","1997","2.754","0","0","0"
"BGR","1998","3.097","0","0","0"
"BGR","1999","2.753","0","0","0"
"BGR","2000","2.673","0","0","0"
"BGR","2001","1.737","0","0","0"
"BGR","2002","2.194","0","0","0"
"BGR","2003","3.029","0","0","0"
"BGR","2004","3.168","0","0.001","0"
"BGR","2005","4.337","0","0.005","0"
"BGR","2006","4.238","0","0.02","0"
"BGR","2007","2.874","0","0.047","0"
"BGR","2008","2.824","0","0.122","0.016"
"BGR","2009","3.47","0.003","0.237","0.008"
"BGR","2010","5.057","0.015","0.681","0.035"
"BGR","2011","2.917","0.101","0.861","0.056"
"BGR","2012","3.226","0.814","1.221","0.066"
"BGR","2013","4.08","1.361","1.374","0.111713"
"BGR","2014","4.605","1.252","1.331","0.200792"
"BGR","2015","5.661","1.383","1.452","0.270185"
"BGR","2016","3.942","1.386","1.425","0.353614"
"BGR","2017","2.828103","1.402965","1.504064","0.395981"
"BGR","2018","5.125584584","1.103538835","1.378292235","0.496261903"
"CAN","1965","117.1229388","0","0","0"
"CAN","1966","128.8210906","0","0","0"
"CAN","1967","133.1255862","0","0","0"
"CAN","1968","136.3208124","0","0","0"
"CAN","1969","148.226676","0","0","0"
"CAN","1970","155.3242324","0","0","0"
"CAN","1971","157.0301208","0","0","0"
"CAN","1972","171.3312992","0","0","0"
"CAN","1973","178.831021","0","0","0"
"CAN","1974","197.9360872","0","0","0"
"CAN","1975","195.0369608","0","0","0"
"CAN","1976","202.8327824","0","0","0.707"
"CAN","1977","198.563642","0","0","1.069"
"CAN","1978","217.0013788","0","0","1.132"
"CAN","1979","212.6217534","0","0","1.345"
"CAN","1980","222.5123706","0","0","1.3"
"CAN","1981","225.057945","0","0","1.898"
"CAN","1982","257.9073452","0","0","2.139"
"CAN","1983","266.069977","0","0","2.085"
"CAN","1984","286.2489574","0","0","2.337"
"CAN","1985","303.7012978","0","0.001","1.677"
"CAN","1986","310.6925304","0","0.001","1.865"
"CAN","1987","316.2674908","0","0.001","2.312"
"CAN","1988","307.494337","0","0.001","2.485"
"CAN","1989","290.4497444","0","0.001","3.477"
"CAN","1990","295.6833232","0","0.001919192","3.954"
"CAN","1991","307.2759919","0","0.001919192","3.984"
"CAN","1992","315.1746545","0.002052632","0.059","4.465"
"CAN","1993","322.213898","0.002052632","0.059","4.817"
"CAN","1994","327.8555808","0.002052632","0.059","5.733"
"CAN","1995","334.0597343","0.003842105","0.059","7.137865803"
"CAN","1996","354.5920747","0.005894737","0.062","7.5285148"
"CAN","1997","348.6796212","0.006947368","0.062","8.16821952"
"CAN","1998","330.8699253","0.010105263","0.062","8.987253723"
"CAN","1999","345.0007828","0.013263158","0.162","8.943148172"
"CAN","2000","356.7600778","0.016421053","0.264","8.917042302"
"CAN","2001","331.5210293","0.019578947","0.329","9.672149201"
"CAN","2002","349.2746394","0.022736842","0.405","10.04610406"
"CAN","2003","336.1393646","0.022789474","0.69","9.417294047"
"CAN","2004","338.3983606","0.014263158","0.945","9.804526316"
"CAN","2005","361.9557495","0.018473684","1.552","9.154255789"
"CAN","2006","352.8872859","0.022684211","2.448","8.937625263"
"CAN","2007","367.6214596","0.028947368","2.977206","8.990656842"
"CAN","2008","377.4877303","0.035421053","3.750629","7.978018947"
"CAN","2009","368.6874051","0.1093","6.575235","8.941109474"
"CAN","2010","351.384803","0.2542","8.63695","10.29724211"
"CAN","2011","375.7237242","0.5716","10.1876","10.21367895"
"CAN","2012","380.2671364","0.881","11.3104","10.91371368"
"CAN","2013","391.7888717","1.4988","17.9626","11.03497895"
"CAN","2014","382.5013788","2.1198","22.538","9.146508421"
"CAN","2015","382.1932566","2.895","26.96639091","7.535810526"
"CAN","2016","387.1692899","3.031314141","29.17903333","9.677473684"
"CAN","2017","396.5023475","3.29219899","29.06610707","9.724526316"
"CAN","2018","387.2508762","3.5462509","32.17005152","9.588635536"
"CHL","1965","3.955363","0","0","0"
"CHL","1966","4.1630748","0","0","0"
"CHL","1967","4.2558822","0","0","0"
"CHL","1968","3.5708752","0","0","0"
"CHL","1969","4.0260734","0","0","0"
"CHL","1970","4.3044956","0","0","0"
"CHL","1971","4.397303","0","0","0.066"
"CHL","1972","5.2237308","0","0","0.057"
"CHL","1973","5.3165382","0","0","0.051"
"CHL","1974","6.0457392","0","0","0.046"
"CHL","1975","6.1385466","0","0","0.051"
"CHL","1976","6.2357734","0","0","0.073"
"CHL","1977","6.5009374","0","0","0.08"
"CHL","1978","6.827973","0","0","0.091"
"CHL","1979","6.9428774","0","0","0.094"
"CHL","1980","7.3406234","0","0","0.105"
"CHL","1981","7.5925292","0","0","0.11"
"CHL","1982","8.4543122","0","0","0.137"
"CHL","1983","8.9316074","0","0","0.208"
"CHL","1984","9.3381922","0","0","0.201"
"CHL","1985","11.07","0","0","0.195"
"CHL","1986","11.83","0","0","0.28"
"CHL","1987","12.823","0","0","0.271"
"CHL","1988","12.558","0","0","0.327"
"CHL","1989","10.543","0","0","0.321"
"CHL","1990","8.941428","0","0","0.963"
"CHL","1991","13.135654","0","0","1.033"
"CHL","1992","16.74015","0","0","1.743"
"CHL","1993","17.217321","0","0","1.75"
"CHL","1994","16.985472","0","0","1.786"
"CHL","1995","18.413739","0","0","1.879"
"CHL","1996","16.873468","0","0","1.738"
"CHL","1997","18.943148","0","0","1.743"
"CHL","1998","15.937255","0","0","1.161"
"CHL","1999","13.577","0","0","1.45"
"CHL","2000","19.081","0","0","1.375"
"CHL","2001","21.68","0","0.007","1.683"
"CHL","2002","23.187","0","0.007","1.781"
"CHL","2003","22.603","0","0.007","1.695"
"CHL","2004","20.96933834","0","0.005","2.031"
